#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-06-04T23:29:25 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b15cb297d6b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/PASP/129/E4501&tab:{J/PASP/129/E4501/table1}&key:source=J/PASP/129/E4501&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/PASP/129/E4501/table1
#-order=I
#-out=Star
#-out=RAJ2000
#-out=DEJ2000
#-out=Ep
#-out=Vmag
#-out=SpType
#-out=Dist
#-out=pmRA
#-out=pmDE
#-out=SimbadName
#

#RESOURCE=yCat_61303501
#Name: J/PASP/129/E4501
#Title: Search for extraterrestrial intelligence (Isaacson+, 2017)
#Table	J_PASP_129_E4501_table1:
#Name: J/PASP/129/E4501/table1
#Title: Stellar Targets
#Column	Star	(A9)	Star name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ep	(I4)	[2000] Epoch	[ucd=time.epoch]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	SpType	(a7)	Spectral type	[ucd=src.spType]
#Column	Dist	(F5.2)	Distance	[ucd=pos.distance;pos.heliocentric]
#Column	pmRA	(F5.2)	Proper motion along RA, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion along DE	[ucd=pos.pm;pos.eq.dec]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
Star|RAJ2000|DEJ2000|Ep|Vmag|SpType|Dist|pmRA|pmDE|SimbadName
HIP48331 |09 51 07.1|-43 30 10|2000| 7.67|K5V    |11.10| 0.46|-0.47|HIP48331
HIP48336 |09 51 09.6|-12 19 47|2000|10.00|M0     |13.60| 1.14|-1.46|HIP48336
HIP48390 |09 51 53.0|+24 23 43|2000| 5.29|A5IV   |40.10| 0.02|-0.17|HIP48390
HIP48411 |09 52 11.4|+03 13 18|2000| 8.86|K5     |20.90|-0.43| 0.02|HIP48411
HIP48477 |09 53 11.8|-03 41 24|2000|10.50|M0     |15.60|-0.10|-0.46|HIP48477
HIP48659 |09 55 23.9|-27 15 40|2000|12.00|---    |11.40|-0.10|-0.15|HIP48659
HIP48714 |09 56 08.7|+62 47 18|2000| 8.99|M2     |10.40|-0.30|-0.58|HIP48714
HIP48833 |09 57 41.0|+41 03 20|2000| 5.11|F6Vs   |28.80|-0.12|-0.03|HIP48833
HIP48904 |09 58 34.3|-46 25 30|2000|11.20|M5     |15.90| 0.48|-0.48|HIP48904
HIP48926 |09 58 52.3|-35 53 27|2000| 5.23|A8IV   |32.60|-0.09|-0.02|HIP48926
HIP49081 |10 01 00.7|+31 55 25|2000| 5.37|G1V    |14.80|-0.53|-0.43|HIP49081
HIP49127 |10 01 37.3|-15 25 29|2000| 8.65|K3V    |26.10|-0.25| 0.03|HIP49127
HIP49197 |10 02 28.3|+44 34 42|2000| 9.09|K0     |27.70|-0.28|-0.09|HIP49197
HIP49366 |10 04 37.7|-11 43 46|2000| 8.15|K0     |23.10|-0.19|-0.03|HIP49366
HIP49544 |10 06 56.9|+02 57 51|2000| 9.95|M0     |22.30|-0.06|-0.10|HIP49544
HIP49593 |10 07 25.8|+35 14 40|2000| 4.49|A7V    |27.90| 0.05| 0.00|HIP49593
HIP49669 |10 08 22.3|+11 58 01|2000| 1.36|B7V    |23.70|-0.25| 0.00|HIP49669
HIP49699 |10 08 43.1|+34 14 32|2000| 7.56|K0     |18.00|-0.06|-0.06|HIP49699
HIP49809 |10 10 05.9|-12 48 57|2000| 5.30|F2/F3IV|27.30|-0.12|-0.11|HIP49809
HIP49841 |10 10 35.3|-12 21 14|2000| 3.61|K0III  |35.10|-0.20|-0.10|HIP49841
HIP49868 |10 10 58.5|+75 08 28|2000| 9.48|M0     |21.20| 0.22| 0.26|HIP49868
GJ380    |10 11 22.1|+49 27 14|2000| 6.59|K7.0V  | 4.86|-1.36|-0.50|GJ380
HIP49969 |10 12 04.7|-02 41 05|2000|10.60|M0     |12.30| 0.52|-0.60|HIP49969
HIP49973 |10 12 08.2|-18 37 04|2000| 9.93|K7V    |17.00|-0.50|-0.03|HIP49973
HIP49986 |10 12 17.7|-03 44 44|2000| 9.26|M3     | 7.81|-0.15|-0.24|HIP49986
HIP50070 |10 13 22.8|-51 13 58|2000| 5.27|A7V    |49.80|-0.04|-0.01|HIP50070
HIP50075 |10 13 24.7|-33 01 54|2000| 6.38|G0V    |22.70|-0.37| 0.06|HIP50075
HIP50125 |10 13 57.4|+52 30 24|2000| 9.53|K5     |22.80| 0.09|-0.76|HIP50125
HIP50191 |10 14 44.2|-42 07 18|2000| 3.85|A2V    |31.50|-0.15| 0.05|HIP50191
HIP50341 |10 16 46.0|-11 57 42|2000|10.90|M0     |13.70|-0.42|-0.60|HIP50341
HIP50372 |10 17 05.8|+42 54 51|2000| 3.45|A2IV   |41.20|-0.17|-0.04|HIP50372
HIP50384 |10 17 14.5|+23 06 22|2000| 5.81|F8Vw   |22.70|-0.41|-0.10|HIP50384
HIP50485 |10 18 32.8|+43 02 54|2000| 6.48|G5     |35.60|-0.12|-0.08|HIP50485
HIP50505 |10 18 52.0|+44 02 53|2000| 6.66|G5     |20.60| 0.06|-0.30|HIP50505
GJ388    |10 19 36.4|+19 52 09|2000| 9.29|M2.5V  | 4.88|-0.50|-0.05|GJ388
HIP50564 |10 19 44.2|+19 28 15|2000| 4.78|F6IV   |21.10|-0.23|-0.21|HIP50564
HIP50583 |10 19 58.4|+19 50 29|2000| 2.01|K0III  |38.50| 0.31|-0.15|HIP50583
HIP50782 |10 22 09.5|+11 18 36|2000| 7.78|G5     |26.80| 0.02|-0.32|HIP50782
HIP50888 |10 23 29.3|-38 00 35|2000| 5.34|A8V    |40.40|-0.16|-0.05|HIP50888
HIP50921 |10 23 55.3|-29 38 43|2000| 6.92|G5V    |22.00|-0.04| 0.10|HIP50921
HIP50944 |10 24 14.9|+10 24 21|2000| 9.98|K4.5   |27.20| 0.28|-0.25|HIP50944
HIP50954 |10 24 23.7|-74 01 53|2000| 3.99|F2IV   |16.20|-0.02|-0.03|HIP50954
HIP51007 |10 25 10.8|+10 13 43|2000|10.10|M0     |12.40|-0.69| 0.12|HIP51007
HIP51138 |10 26 47.6|-62 54 09|2000| 9.50|K5     |27.00|-0.29|-0.35|HIP51138
HIP51248 |10 28 03.9|+48 47 05|2000| 6.42|G1V    |23.50| 0.08|-0.88|HIP51248
HIP51254 |10 28 10.4|+06 44 06|2000| 8.53|K0     |25.10| 0.03| 0.33|HIP51254
HIP51271 |10 28 23.5|-51 42 18|2000| 8.90|K4V    |24.20| 0.03|-0.03|HIP51271
HIP51317 |10 28 55.5|+00 50 27|2000| 9.65|M2     | 7.23|-0.60|-0.73|HIP51317
HIP51384 |10 29 41.5|+84 15 07|2000| 5.52|F0IV   |40.70|-0.13|-0.04|HIP51384
HIP51459 |10 30 37.6|+55 58 49|2000| 4.82|F8V    |12.80|-0.18|-0.03|HIP51459
HIP51468 |10 30 47.0|+59 45 03|2000| 8.74|K5     |22.30|-0.44|-0.29|HIP51468
HIP51502 |10 31 04.7|+82 33 30|2000| 5.25|F2V    |21.40|-0.08| 0.02|HIP51502
HIP51525 |10 31 24.2|+45 31 33|2000| 8.85|K7V    |15.60|-0.57|-0.59|HIP51525
HIP51547 |10 31 43.2|+57 06 57|2000| 9.63|M0     |17.40|-0.07| 0.17|HIP51547
HIP51658 |10 33 13.9|+40 25 31|2000| 4.72|A7IV   |34.30|-0.14| 0.01|HIP51658
HIP51814 |10 35 09.7|+57 04 57|2000| 5.16|F1V    |26.40| 0.07| 0.04|HIP51814
HIP51819 |10 35 11.3|+84 23 57|2000| 7.29|K0     |21.00| 0.02| 0.05|HIP51819
HIP51933 |10 36 32.4|-12 13 48|2000| 5.71|F7V    |24.50| 0.27|-0.67|HIP51933
HIP51986 |10 37 18.1|-48 13 32|2000| 3.84|A3m+...|26.50|-0.13| 0.00|HIP51986
HIP52190 |10 39 44.4|-37 55 13|2000|11.00|---    |14.60| 0.19|-0.13|HIP52190
HIP52296 |10 41 09.3|-36 53 43|2000| 9.97|M0V    |16.30| 0.17|-0.19|HIP52296
HIP52316 |10 41 24.2|-01 44 29|2000| 6.25|K1IV   |34.30|-0.14|-0.12|HIP52316
HIP52341 |10 41 51.8|-36 38 00|2000|10.10|K7V    |16.30|-0.09| 0.07|HIP52341
HIP52369 |10 42 13.3|-13 47 15|2000| 6.79|G2/G3V |23.40| 0.24|-0.17|HIP52369
HIP52422 |10 43 01.9|+26 19 32|2000| 5.51|A4Vn   |45.40|-0.10|-0.05|HIP52422
HIP52462 |10 43 28.3|-29 03 51|2000| 7.72|K1V    |21.50|-0.22|-0.05|HIP52462
HIP52469 |10 43 32.9|+46 12 13|2000| 5.18|F5III  |35.60|-0.27|-0.07|HIP52469
HIP52470 |10 43 33.8|+48 12 50|2000| 8.02|G5     |25.20|-0.33| 0.18|HIP52470
LHS288   |10 44 21.2|-61 12 35|2000|13.90|M5.5V  | 4.76|-0.35| 1.61|LHS288
HIP52596 |10 45 16.7|-30 48 26|2000|11.20|---    |13.80|-0.03|-0.23|HIP52596
HIP52600 |10 45 21.5|+38 30 42|2000| 9.16|M2     |14.10|-0.03| 0.15|HIP52600
HIP52708 |10 46 36.9|-24 35 07|2000| 9.37|K5V    |20.10|-0.14|-0.11|HIP52708
HIP52727 |10 46 46.2|-49 25 12|2000| 2.69|G5III S|35.40| 0.06|-0.05|HIP52727
LHS292   |10 48 12.6|-11 20 13|2000|15.70|M6.5V  | 4.53| 0.60|-1.53|LHS292
DEN1048  |10 48 14.7|-39 56 06|2000|17.30|M8.5V  | 4.02|-1.16|-1.00|DENIS-P J1048.0-3956
HIP53020 |10 50 52.1|+06 48 29|2000|11.60|M4:    | 5.63|-0.80|-0.81|HIP53020
HIP53229 |10 53 18.7|+34 12 53|2000| 3.79|K0III-I|29.90| 0.09|-0.29|HIP53229
HIP53252 |10 53 29.5|-20 08 19|2000| 5.23|F6V    |31.30| 0.08|-0.24|HIP53252
HIP53253 |10 53 29.7|-58 51 11|2000| 3.78|K0III-I|29.60| 0.08| 0.04|HIP53253
GJ406    |10 56 29.2|+07 00 53|2000|13.50|M5.5V  | 2.38|-3.83|-2.72|GJ406
HIP53486 |10 56 30.8|+07 23 18|2000| 7.37|K0     |17.50|-0.26|-0.08|HIP53486
HIP53580 |10 57 38.1|+69 35 47|2000|10.20|M0     |23.00|-0.63| 0.06|HIP53580
HIP53721 |10 59 28.0|+40 25 48|2000| 5.03|G0V    |14.00|-0.32| 0.06|HIP53721
HIP53767 |11 00 04.3|+22 49 58|2000|10.00|M3     | 6.62|-0.43|-0.28|HIP53767
HIP53824 |11 00 44.8|+06 06 05|2000| 4.98|A5III  |46.20|-0.05|-0.02|HIP53824
HIP53910 |11 01 50.5|+56 22 56|2000| 2.34|A1V    |24.30| 0.08| 0.03|HIP53910
HIP53954 |11 02 19.8|+20 10 47|2000| 4.42|A1m    |37.90|-0.01| 0.04|HIP53954
HIP53985 |11 02 38.3|+21 58 01|2000| 9.57|K      |11.60| 0.14|-0.05|HIP53985
GJ411    |11 03 20.2|+35 58 12|2000| 7.47|M2.0V  | 2.54|-0.58|-4.77|GJ411
HIP54061 |11 03 43.7|+61 45 03|2000| 1.81|F7V com|37.90|-0.14|-0.04|HIP54061
HIP54155 |11 04 41.5|-04 13 15|2000| 7.64|G5     |24.60|-0.18|-0.10|HIP54155
HIP54182 |11 05 01.0|+07 20 09|2000| 4.62|F2III-I|28.90|-0.34|-0.05|HIP54182
GJ412A   |11 05 28.6|+43 31 35|2000| 8.77|M1.0V  | 4.86|-4.41| 0.95|GJ412A
GJ412B   |11 05 30.4|+43 31 18|2000|14.40|M5.5V  | 4.86|-4.43| 0.93|GJ412B
HIP54288 |11 06 22.9|-35 44 54|2000| 9.62|K5     |25.50| 0.11|-0.03|HIP54288
HIP54418 |11 08 06.3|-28 16 05|2000| 9.32|K7V    |26.80|-0.50|-0.04|HIP54418
HIP54426 |11 08 14.0|+38 25 35|2000| 8.35|K0     |22.70|-0.21| 0.04|HIP54426
HIP54459 |11 08 31.8|+15 46 03|2000| 9.75|K0     |25.90| 0.16|-0.38|HIP54459
HIP54532 |11 09 31.3|-24 35 55|2000|10.40|M:     |10.60|-0.80|-0.45|HIP54532
HIP54646 |11 11 05.2|+30 26 45|2000| 8.31|K8V    |11.90| 0.59|-0.20|HIP54646
HIP54651 |11 11 10.7|+10 57 03|2000| 9.23|K5V    |20.80|-0.94| 0.59|HIP54651
HIP54677 |11 11 33.1|-14 59 29|2000| 9.06|K4V    |22.70| 0.70|-0.60|HIP54677
HIP54704 |11 12 01.2|-26 08 11|2000| 7.05|G8/K0V |21.60| 0.27|-0.06|HIP54704
HIP54745 |11 12 32.4|+35 48 50|2000| 6.41|G0V    |21.70|-0.25|-0.15|HIP54745
HIP54746 |11 12 33.1|-49 06 03|2000| 5.37|A2III  |49.90|-0.10| 0.03|HIP54746
HIP54810 |11 13 13.2|+04 28 56|2000| 8.70|K5V    |17.90|-0.32|-0.03|HIP54810
HIP54872 |11 14 06.5|+20 31 25|2000| 2.56|A4V    |17.60| 0.14|-0.13|HIP54872
HIP54906 |11 14 33.2|+25 42 37|2000| 7.76|K1V    |21.20|-0.11| 0.05|HIP54906
HIP54922 |11 14 48.2|-23 06 17|2000| 9.02|K4V    |22.60|-0.30|-0.37|HIP54922
HIP54952 |11 15 11.9|+73 28 30|2000| 7.68|K5     |14.60|-0.40| 0.11|HIP54952
HIP54966 |11 15 20.9|-18 08 42|2000| 9.97|K7V    |20.60| 0.32|-0.71|HIP54966
HIP55052 |11 16 06.8|-30 10 41|2000|10.30|---    |25.20|-0.31| 0.09|HIP55052
HIP55119 |11 17 07.5|-27 48 48|2000| 9.78|M0V    |17.50| 0.21|-0.08|HIP55119
HIP55210 |11 18 22.0|-05 04 02|2000| 7.29|G8V    |21.90| 0.79|-0.15|HIP55210
HIP55360 |11 20 04.8|+65 50 47|2000| 9.31|M1Vvar | 9.09|-2.95| 0.18|HIP55360
HIP55454 |11 21 26.7|-20 27 13|2000| 8.57|K4/K5V |13.10| 0.18|-0.12|HIP55454
HIP55691 |11 24 40.3|-61 38 51|2000| 7.22|K7V+...|12.80|-0.51| 0.08|HIP55691
HIP55705 |11 24 52.9|-17 41 02|2000| 4.06|A9V    |25.70|-0.10| 0.00|HIP55705
HIP55718 |11 24 59.8|+40 00 12|2000|10.20|M0     |22.70|-0.11|-0.02|HIP55718
HIP55779 |11 25 43.1|-63 58 20|2000| 5.18|F7V    |27.40|-0.31|-0.07|HIP55779
HIP55846 |11 26 45.3|+03 00 47|2000| 6.49|K0IV   |17.60|-0.73| 0.18|HIP55846
HIP55848 |11 26 46.3|+03 00 22|2000| 7.58|K2V    |17.90|-0.73| 0.19|HIP55848
HIP56035 |11 29 04.6|+61 46 42|2000| 5.83|F5Vawva|32.80|-0.11| 0.24|HIP56035
HIP56153 |11 30 35.0|-57 08 01|2000| 8.34|K4V    |22.20|-0.55| 0.04|HIP56153
HIP56157 |11 30 41.8|-08 05 42|2000|11.90|---    |13.90|-0.35| 0.26|HIP56157
HIP56199 |11 31 13.1|+63 09 27|2000| 9.98|M0     |23.30| 0.07| 0.03|HIP56199
HIP56238 |11 31 43.4|+22 40 01|2000|10.30|---    |16.10|-0.58| 0.03|HIP56238
HIP56242 |11 31 44.9|+14 21 52|2000| 6.27|G0V    |23.00|-0.33|-0.19|HIP56242
HIP56244 |11 31 46.5|-41 02 47|2000|11.50|M      |10.40|-0.72| 0.17|HIP56244
HIP56343 |11 33 00.1|-31 51 27|2000| 3.54|G8III  |39.60|-0.21|-0.04|HIP56343
HIP56445 |11 34 22.0|+03 03 36|2000| 5.76|F5V    |26.50|-0.18|-0.10|HIP56445
HIP56452 |11 34 29.5|-32 49 52|2000| 5.96|K0V    | 9.53|-0.67| 0.82|HIP56452
HIP56528 |11 35 27.0|-32 32 23|2000| 9.81|M2V    | 9.03|-0.07|-0.85|HIP56528
HIP56630 |11 36 40.9|+39 11 26|2000|10.00|M0     |24.30| 0.44|-0.41|HIP56630
HIP56802 |11 38 40.0|-13 12 06|2000| 5.48|F7V    |26.90| 0.10| 0.13|HIP56802
HIP56809 |11 38 44.9|+45 06 30|2000| 6.29|G0V    |23.20|-0.59| 0.01|HIP56809
HIP56829 |11 38 59.7|+42 19 43|2000| 8.22|K5V    |19.70|-0.13| 0.44|HIP56829
HIP56998 |11 41 02.5|-44 24 18|2000| 7.77|K5V    |12.50|-0.66| 0.24|HIP56998
HIP56997 |11 41 03.0|+34 12 05|2000| 5.31|G8Vvar | 9.54|-0.01|-0.38|HIP56997
HIP57274 |11 44 41.0|+30 57 33|2000| 8.97|K8     |25.80|-0.03|-0.38|HIP57274
HIP57328 |11 45 17.0|+08 15 29|2000| 4.84|A4V    |36.60| 0.06|-0.02|HIP57328
HIP57363 |11 45 36.4|-66 43 43|2000| 3.63|A7III  |39.30|-0.10| 0.03|HIP57363
HIP57443 |11 46 31.1|-40 30 01|2000| 4.89|G3/G5V | 9.23|-1.53| 0.40|HIP57443
HIP57493 |11 47 03.5|+50 58 18|2000| 9.51|M0V:p  |24.60| 0.06|-0.11|HIP57493
HIP57494 |11 47 03.8|-11 49 26|2000| 9.03|K2     |24.60|-0.21|-0.06|HIP57494
HIP57507 |11 47 15.8|-30 17 11|2000| 6.48|G5V    |17.70|-0.27|-0.23|HIP57507
GJ447    |11 47 44.4|+00 48 15|2000|11.10|M4.0V  | 3.35| 0.61|-1.22|GJ447
HIP57632 |11 49 03.6|+14 34 19|2000| 2.14|A3Vvar |11.00|-0.50|-0.11|HIP57632
HIP57757 |11 50 41.7|+01 45 53|2000| 3.59|F8V    |10.90| 0.74|-0.27|HIP57757
HIP57802 |11 51 07.3|+35 16 19|2000| 9.76|M1V    | 8.55|-0.27| 0.25|HIP57802
HIP57866 |11 52 08.3|+18 45 18|2000| 8.40|K2     |25.30| 0.03|-0.30|HIP57866
HIP58001 |11 53 49.8|+53 41 41|2000| 2.41|A0V SB |25.60| 0.11| 0.01|HIP58001
HIP58293 |11 57 16.3|-26 08 29|2000| 8.93|K3/K4V |26.70|-0.35| 0.15|HIP58293
HIP58345 |11 57 56.2|-27 42 25|2000| 6.99|K4V    |10.10|-1.08|-0.62|HIP58345
HIP58374 |11 58 11.7|-23 55 25|2000| 8.70|K3V    |26.00|-0.17|-0.05|HIP58374
HIP58451 |11 59 10.0|-20 21 13|2000| 7.92|K2V    |20.80| 0.14|-0.42|HIP58451
HIP58576 |12 00 44.5|+10 26 45|2000| 5.54|K0IV   |12.90| 0.14|-0.48|HIP58576
HIP58684 |12 02 06.8|+43 02 44|2000| 5.22|A7m    |33.90|-0.35| 0.06|HIP58684
HIP58803 |12 03 39.6|-42 26 02|2000| 5.15|F6V    |24.20| 0.32|-0.11|HIP58803
HIP59000 |12 05 50.7|-18 52 30|2000| 9.99|K5V    |22.50|-0.02|-0.32|HIP59000
HIP59072 |12 06 52.9|-64 36 49|2000| 4.14|F2III  |19.60| 0.03|-0.04|HIP59072
HIP59199 |12 08 24.8|-24 43 43|2000| 4.02|F0IV/V |14.70| 0.10|-0.04|HIP59199
HIP59280 |12 09 37.3|+40 15 07|2000| 7.46|K0V    |24.30|-0.31|-0.05|HIP59280
HIP59296 |12 09 55.0|-46 12 30|2000| 8.46|K5V    |20.10|-0.38|-0.08|HIP59296
HIP59378 |12 10 56.9|+41 03 28|2000|10.60|M2V    |21.20| 0.01| 0.23|HIP59378
HIP59406 |12 11 11.8|-19 57 38|2000|11.60|---    |12.70|-0.21|-0.18|HIP59406
HIP59496 |12 12 05.2|+58 55 35|2000|10.00|K5     |28.30| 0.10| 0.02|HIP59496
HIP59504 |12 12 11.9|+77 36 58|2000| 5.14|A5m    |33.60| 0.01| 0.02|HIP59504
HIP59514 |12 12 20.9|+54 29 08|2000| 9.71|M2     |15.30| 0.23| 0.09|HIP59514
HIP59608 |12 13 25.9|+10 15 44|2000| 5.85|A2m    |49.50|-0.09|-0.01|HIP59608
HIP59750 |12 15 10.6|+10 18 44|2000| 6.11|F5V    |22.50| 0.03|-1.01|HIP59750
HIP59774 |12 15 25.6|+57 01 57|2000| 3.32|A3Vvar |24.90| 0.10| 0.01|HIP59774
HIP59780 |12 15 27.1|-31 05 38|2000| 9.74|K5V    |20.10| 0.15|-0.06|HIP59780
HIP59816 |12 15 58.3|+05 38 24|2000| 9.45|K8     |25.80|-0.34|-0.07|HIP59816
HIP60303 |12 21 54.1|+42 08 01|2000| 9.36|M0V    |15.90| 0.18|-0.52|HIP60303
HIP60310 |12 21 59.8|-41 03 33|2000| 8.54|K4V    |24.10| 0.01|-0.11|HIP60310
HIP60559 |12 24 52.5|-18 14 32|2000|11.20|M4     | 8.88| 1.10|-2.31|HIP60559
HIP60759 |12 27 13.7|+27 01 28|2000| 8.24|K2V    |27.50| 0.09|-0.25|HIP60759
HIP60866 |12 28 31.6|-18 17 50|2000| 9.24|K4V    |24.90| 0.17|-0.18|HIP60866
HIP60910 |12 28 57.6|+08 25 31|2000|11.90|M:     |13.50|-0.63|-0.26|HIP60910
HIP60965 |12 29 51.9|-16 30 55|2000| 2.94|B9.5V  |26.90|-0.21|-0.14|HIP60965
HIP60994 |12 30 04.8|-13 23 35|2000| 6.37|G1/G2V |24.90|-0.26|-0.05|HIP60994
HIP61053 |12 30 50.1|+53 04 35|2000| 6.20|F9V    |21.90| 0.02| 0.18|HIP61053
HIP61084 |12 31 10.0|-57 06 47|2000| 1.59|M4III  |26.90| 0.03|-0.26|HIP61084
HIP61094 |12 31 15.8|+08 48 38|2000| 9.74|M0:    |13.40|-0.64|-0.52|HIP61094
HIP61099 |12 31 18.3|+20 13 04|2000| 7.91|K0     |25.20|-0.02|-0.17|HIP61099
HIP61100 |12 31 18.9|+55 07 07|2000| 8.08|K2V    |23.70| 0.10|-0.01|HIP61100
HIP61174 |12 32 04.2|-16 11 45|2000| 4.30|F2V    |18.20|-0.42|-0.06|HIP61174
HIP61212 |12 32 36.0|-13 51 32|2000| 5.74|F3IV/V |36.90|-0.15|-0.05|HIP61212
GJ473AB  |12 33 17.4|+09 01 15|2000|13.20|M5.0V  | 4.38|-1.80| 0.23|GJ473
HIP61291 |12 33 31.4|-68 45 20|2000| 7.13|K0V    |16.10|-0.55|-0.31|HIP61291
HIP61317 |12 33 44.5|+41 21 26|2000| 4.24|G0V    | 8.37|-0.71| 0.29|HIP61317
HIP61329 |12 33 59.7|-14 38 19|2000| 9.10|K3/K4V |25.50|-0.50|-0.03|HIP61329
HIP61451 |12 35 33.5|-34 52 54|2000| 7.84|K4V    |21.60|-0.23|-0.13|HIP61451
HIP61468 |12 35 45.5|-41 01 18|2000| 5.12|A7III  |34.50|-0.11| 0.00|HIP61468
HIP61481 |12 35 51.3|+51 13 17|2000| 8.52|K0     |26.20| 0.11|-0.01|HIP61481
HIP61622 |12 37 42.2|-48 32 28|2000| 3.85|A2V    |40.30|-0.19|-0.01|HIP61622
HIP61621 |12 37 42.3|-27 08 20|2000| 5.41|F0V    |34.50| 0.08|-0.09|HIP61621
HIP61792 |12 39 51.1|-77 50 35|2000| 9.05|K5V    |26.80|-0.85| 0.36|HIP61792
HIP61874 |12 40 46.3|-43 33 58|2000|12.20|M4     | 7.66|-0.78| 0.69|HIP61874
HIP61901 |12 41 06.5|+15 22 36|2000| 7.91|K2     |14.20| 0.12|-0.37|HIP61901
HIP61941 |12 41 39.6|-01 26 57|2000| 2.74|F0V+...|11.80|-0.62| 0.06|HIP61941
HIP61946 |12 41 44.5|+55 43 28|2000| 8.27|K3V    |23.20| 0.12| 0.00|HIP61946
HIP62145 |12 44 14.5|+51 45 33|2000| 7.01|K3V    |15.00|-0.38|-0.18|HIP62145
HIP62207 |12 44 59.4|+39 16 44|2000| 5.95|G0V    |17.30|-0.36| 0.14|HIP62207
HIP62229 |12 45 14.4|-57 21 28|2000| 7.82|K3V    |20.10|-0.20|-0.13|HIP62229
HIP62268 |12 45 38.1|-60 58 52|2000| 4.69|K1III  |38.20| 0.11|-0.06|HIP62268
HIP62471 |12 48 10.0|-24 48 16|2000| 9.90|K0     |18.70|-0.31| 0.17|HIP62471
HIP62472 |12 48 10.7|-24 48 23|2000| 8.90|K4/K5V |19.80|-0.31| 0.17|HIP62472
HIP62505 |12 48 32.3|-15 43 10|2000| 7.93|K2V    |21.10| 0.08| 0.04|HIP62505
HIP62512 |12 48 39.5|+60 19 11|2000| 5.83|F5V    |24.10| 0.11|-0.03|HIP62512
HIP62523 |12 48 47.0|+24 50 24|2000| 6.29|G7V    |17.10|-0.33|-0.11|HIP62523
HIP62687 |12 50 43.6|-00 46 05|2000| 8.49|M0.5V  |10.70|-0.03|-0.40|HIP62687
HIP62956 |12 54 01.7|+55 57 35|2000| 1.76|A0p    |24.80| 0.11|-0.01|HIP62956
HIP63076 |12 55 28.6|+65 26 18|2000| 5.23|A5n    |28.80| 0.00|-0.03|HIP63076
HIP63121 |12 56 00.4|+38 18 53|2000| 5.61|F0V    |25.00|-0.20| 0.09|HIP63121
HIP63257 |12 57 44.0|-14 27 48|2000| 9.11|K4V    |23.10|-0.35| 0.03|HIP63257
HIP63366 |12 59 01.6|-09 50 02|2000| 7.54|K0V    |21.00|-0.83| 0.20|HIP63366
HIP63406 |12 59 32.8|+41 59 12|2000| 8.60|G9V    |24.10|-0.24| 0.18|HIP63406
HIP63467 |13 00 17.0|-02 42 17|2000| 9.78|K7V    |25.80|-0.80| 0.01|HIP63467
HIP63490 |13 00 32.7|-33 30 18|2000| 6.01|F3V    |40.00|-0.07|-0.07|HIP63490
HIP63503 |13 00 43.7|+56 21 58|2000| 4.93|F2V    |24.90| 0.11| 0.00|HIP63503
HIP63510 |13 00 46.6|+12 22 32|2000| 9.76|M2     |11.40|-0.62|-0.02|HIP63510
HIP63550 |13 01 19.6|-63 11 42|2000|10.90|---    |16.80|-0.39|-0.41|HIP63550
HIP63608 |13 02 10.6|+10 57 32|2000| 2.85|G8IIIva|31.30|-0.28| 0.02|HIP63608
HIP63613 |13 02 16.3|-71 32 55|2000| 3.61|K2III  |27.80| 0.26|-0.02|HIP63613
HIP63618 |13 02 20.7|-26 47 13|2000| 8.35|K4V    |17.50|-0.15|-0.20|HIP63618
HIP63742 |13 03 49.7|-05 09 42|2000| 7.69|G5V    |22.10|-0.19|-0.22|HIP63742
HIP63762 |13 04 07.1|+87 06 55|2000| 8.77|K0     |24.30|-0.10| 0.18|HIP63762
HIP63833 |13 04 57.5|-52 26 34|2000| 9.05|K8V    |15.70|-0.79|-0.80|HIP63833
HIP63894 |13 05 41.4|+49 28 18|2000| 9.26|K0     |21.80| 0.06| 0.14|HIP63894
HIP63942 |13 06 15.4|+20 43 45|2000| 9.44|M0     |18.50|-0.05| 0.10|HIP63942
HIP64048 |13 07 35.1|+34 24 06|2000| 9.28|K3III  |23.80|-0.13| 0.00|HIP64048
HIP64241 |13 09 59.3|+17 31 45|2000| 4.32|F5V    |14.30|-0.45| 0.13|HIP64241
HIP64394 |13 11 52.4|+27 52 41|2000| 4.23|G0V    | 9.15|-0.80| 0.88|HIP64394
HIP64457 |13 12 43.8|-02 15 54|2000| 7.56|K0     |20.40|-0.14| 0.01|HIP64457
